id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
35049	Greater Recruit		9C	E8	A9	-1
35050	Recruit		9C	E8	A9	-1
35051	Recruit		9C	E8	A9	-1
35052	Recruit		9C	E8	A9	-1
35053	Recruit		9C	E8	A9	-1
35054	Recruit		9C	E8	A9	-1
35055	Recruit		9C	E8	A9	-1
35056	Recruit		9C	E8	A9	-1
35057	Recruit		9C	E8	A9	-1
35058	Recruit		9C	E8	A9	-1
35059	Recruit		9C	E8	A9	-1
35060	Nephilim Mercenary		9C	E8	A9	-1
35061	Nephilim Mercenary		9C	E8	A9	-1
35062	Headquarters		9C	E8	A9	-1
35063	Gludio Holy Artifact		9C	E8	A9	-1
35064	Baron Lewin Waldner		9C	E8	A9	-1
35065	Cronenberg	Sir	9C	E8	A9	-1
35066	Royal Knight	Gludio	9C	E8	A9	-1
35067	Court Sorcerer	Gludio	9C	E8	A9	-1
35068	Court Sorcerer	Gludio	9C	E8	A9	-1
35069	Court Guard	Gludio	9C	E8	A9	-1
35070	Guard	Gludio	9C	E8	A9	-1
35071	Guard	Gludio	9C	E8	A9	-1
35072	Guard	Gludio	9C	E8	A9	-1
35073	Guard	Gludio	9C	E8	A9	-1
35074	Guard	Gludio	9C	E8	A9	-1
35075	Guard	Gludio	9C	E8	A9	-1
35076	Guard	Gludio	9C	E8	A9	-1
35077	Guard	Gludio	9C	E8	A9	-1
35078	Guard	Gludio	9C	E8	A9	-1
35079	Royal Knight	Gludio	9C	E8	A9	-1
35080	Court Sorcerer	Gludio	9C	E8	A9	-1
35081	Court Sorcerer	Gludio	9C	E8	A9	-1
35082	Court Guard	Gludio	9C	E8	A9	-1
35083	Guard	Gludio	9C	E8	A9	-1
35084	Guard	Gludio	9C	E8	A9	-1
35085	Guard	Gludio	9C	E8	A9	-1
35086	Guard	Gludio	9C	E8	A9	-1
35087	Guard	Gludio	9C	E8	A9	-1
35088	Guard	Gludio	9C	E8	A9	-1
35089	Guard	Gludio	9C	E8	A9	-1
35090	Guard	Gludio	9C	E8	A9	-1
35091	Guard	Gludio	9C	E8	A9	-1
35092	Gatekeeper	Gludio	9C	E8	A9	-1
35093	Gatekeeper	Gludio	9C	E8	A9	-1
35094	Gatekeeper	Gludio	9C	E8	A9	-1
35095	Mass Gatekeeper	Gludio	9C	E8	A9	-1
35096	Outer Doorman	Gludio	9C	E8	A9	-1
35097	Inner Doorman	Gludio	9C	E8	A9	-1
35098	Blacksmith	Gludio	9C	E8	A9	-1
35099	Warehouse Keeper	Gludio	9C	E8	A9	-1
35100	Sayres	Chamberlain	9C	E8	A9	-1
35101	Grad	Wyvern Manager	9C	E8	A9	-1
35102	Greenspan	Mercenary Manager	9C	E8	A9	-1
35103	Manor Manager	Gludio	9C	E8	A9	-1
35104	Tyron	Sir	9C	E8	A9	-1
35105	Dion Holy Artifact		9C	E8	A9	-1
35106	Duke Byron Ashton		9C	E8	A9	-1
35107	Ivano	Sir	9C	E8	A9	-1
35108	Royal Knight	Dion	9C	E8	A9	-1
35109	Court Sorcerer	Dion	9C	E8	A9	-1
35110	Court Sorcerer	Dion	9C	E8	A9	-1
35111	Court Guard	Dion	9C	E8	A9	-1
35112	Guard	Dion	9C	E8	A9	-1
35113	Guard	Dion	9C	E8	A9	-1
35114	Guard	Dion	9C	E8	A9	-1
35115	Guard	Dion	9C	E8	A9	-1
35116	Guard	Dion	9C	E8	A9	-1
35117	Guard	Dion	9C	E8	A9	-1
35118	Guard	Dion	9C	E8	A9	-1
35119	Guard	Dion	9C	E8	A9	-1
35120	Guard	Dion	9C	E8	A9	-1
35121	Royal Knight	Dion	9C	E8	A9	-1
35122	Court Sorcerer	Dion	9C	E8	A9	-1
35123	Court Sorcerer	Dion	9C	E8	A9	-1
35124	Court Guard	Dion	9C	E8	A9	-1
35125	Court Guard	Dion	9C	E8	A9	-1
35126	Court Guard	Dion	9C	E8	A9	-1
35127	Court Guard	Dion	9C	E8	A9	-1
35128	Court Guard	Dion	9C	E8	A9	-1
35129	Court Guard	Dion	9C	E8	A9	-1
35130	Court Guard	Dion	9C	E8	A9	-1
35131	Court Guard	Dion	9C	E8	A9	-1
35132	Court Guard	Dion	9C	E8	A9	-1
35133	Court Guard	Dion	9C	E8	A9	-1
35134	Gatekeeper	Dion	9C	E8	A9	-1
35135	Gatekeeper	Dion	9C	E8	A9	-1
35136	Gatekeeper	Dion	9C	E8	A9	-1
35137	Mass Gatekeeper	Dion	9C	E8	A9	-1
35138	Outer Doorman	Dion	9C	E8	A9	-1
35139	Inner Doorman	Dion	9C	E8	A9	-1
35140	Blacksmith	Dion	9C	E8	A9	-1
35141	Warehouse Keeper	Dion	9C	E8	A9	-1
35142	Crosby	Chamberlain	9C	E8	A9	-1
35143	Hodler	Wyvern Manager	9C	E8	A9	-1
35144	Mercenary Manager Sanford	Mercenary Manager	9C	E8	A9	-1
35145	Manor Manager	Dion	9C	E8	A9	-1
35146	Gibbson	Herald	9C	E8	A9	-1
35147	Giran Holy Artifact		9C	E8	A9	-1
35148	Baron Carmon Esthus		9C	E8	A9	-1
35149	Ulric	Sir	9C	E8	A9	-1
35150	Royal Knight	Giran	9C	E8	A9	-1
35151	Court Sorcerer	Giran	9C	E8	A9	-1
35152	Court Sorcerer	Giran	9C	E8	A9	-1
35153	Court Guard	Giran	9C	E8	A9	-1
35154	Guard	Giran	9C	E8	A9	-1
35155	Guard	Giran	9C	E8	A9	-1
35156	Guard	Giran	9C	E8	A9	-1
35157	Guard	Giran	9C	E8	A9	-1
35158	Guard	Giran	9C	E8	A9	-1
35159	Guard	Giran	9C	E8	A9	-1
35160	Guard	Giran	9C	E8	A9	-1
35161	Guard	Giran	9C	E8	A9	-1
35162	Guard	Giran	9C	E8	A9	-1
35163	Royal Knight	Giran	9C	E8	A9	-1
35164	Court Sorcerer	Giran	9C	E8	A9	-1
35165	Court Sorcerer	Giran	9C	E8	A9	-1
35166	Court Guard	Giran	9C	E8	A9	-1
35167	Guard	Giran	9C	E8	A9	-1
35168	Guard	Giran	9C	E8	A9	-1
35169	Guard	Giran	9C	E8	A9	-1
35170	Guard	Giran	9C	E8	A9	-1
35171	Guard	Giran	9C	E8	A9	-1
35172	Guard	Giran	9C	E8	A9	-1
35173	Guard	Giran	9C	E8	A9	-1
35174	Guard	Giran	9C	E8	A9	-1
35175	Guard	Giran	9C	E8	A9	-1
35176	Gatekeeper	Giran	9C	E8	A9	-1
35177	Gatekeeper	Giran	9C	E8	A9	-1
35178	Gatekeeper	Giran	9C	E8	A9	-1
35179	Mass Gatekeeper	Giran	9C	E8	A9	-1
35180	Outer Doorman	Giran	9C	E8	A9	-1
35181	Inner Doorman	Giran	9C	E8	A9	-1
35182	Blacksmith	Giran	9C	E8	A9	-1
35183	Warehouse Keeper	Giran	9C	E8	A9	-1
35184	Saul	Chamberlain	9C	E8	A9	-1
35185	Bryce	Wyvern Manager	9C	E8	A9	-1
35186	Arvid	Mercenary Manager	9C	E8	A9	-1
35187	Manor Manager	Giran	9C	E8	A9	-1
35188	Holmes	Sir	9C	E8	A9	-1
35189	Oren Holy Artifact		9C	E8	A9	-1
35190	Balthus Van Dyke	Duke	9C	E8	A9	-1
35191	Quant	Sir	9C	E8	A9	-1
35192	Royal Knight	Oren	9C	E8	A9	-1
35193	Court Sorcerer	Oren	9C	E8	A9	-1
35194	Court Sorcerer	Oren	9C	E8	A9	-1
35195	Court Guard	Oren	9C	E8	A9	-1
35196	Guard	Oren	9C	E8	A9	-1
35197	Guard	Oren	9C	E8	A9	-1
35198	Guard	Oren	9C	E8	A9	-1
35199	Guard	Oren	9C	E8	A9	-1
35200	Guard	Oren	9C	E8	A9	-1
35201	Guard	Oren	9C	E8	A9	-1
35202	Guard	Oren	9C	E8	A9	-1
35203	Guard	Oren	9C	E8	A9	-1
35204	Guard	Oren	9C	E8	A9	-1
35205	Royal Knight	Oren	9C	E8	A9	-1
35206	Court Sorcerer	Oren	9C	E8	A9	-1
35207	Court Sorcerer	Oren	9C	E8	A9	-1
35208	Court Guard	Oren	9C	E8	A9	-1
35209	Guard	Oren	9C	E8	A9	-1
35210	Guard	Oren	9C	E8	A9	-1
35211	Guard	Oren	9C	E8	A9	-1
35212	Guard	Oren	9C	E8	A9	-1
35213	Guard	Oren	9C	E8	A9	-1
35214	Guard	Oren	9C	E8	A9	-1
35215	Guard	Oren	9C	E8	A9	-1
35216	Guard	Oren	9C	E8	A9	-1
35217	Guard	Oren	9C	E8	A9	-1
35218	Gatekeeper	Oren	9C	E8	A9	-1
35219	Gatekeeper	Oren	9C	E8	A9	-1
35220	Gatekeeper	Oren	9C	E8	A9	-1
35221	Mass Gatekeeper	Oren	9C	E8	A9	-1
35222	Outer Doorman	Oren	9C	E8	A9	-1
35223	Inner Doorman	Oren	9C	E8	A9	-1
35224	Blacksmith	Oren	9C	E8	A9	-1
35225	Warehouse Keeper	Oren	9C	E8	A9	-1
35226	Brasseur	Chamberlain	9C	E8	A9	-1
35227	Finrod	Wyvern Manager	9C	E8	A9	-1
35228	Morrison	Mercenary Manager	9C	E8	A9	-1
35229	Manor Manager	Oren	9C	E8	A9	-1
35230	Manor Manager	Oren	9C	E8	A9	-1
35231	Manor Manager	Oren	9C	E8	A9	-1
35232	Sherwood	Messenger	9C	E8	A9	-1
35233	Aden Holy Artifact		9C	E8	A9	-1
35234	Amadeo Cadmus	King	9C	E8	A9	-1
35235	Royal Knight	Aden	9C	E8	A9	-1
35236	Court Sorcerer	Aden	9C	E8	A9	-1
35237	Court Sorcerer	Aden	9C	E8	A9	-1
35238	Court Guard	Aden	9C	E8	A9	-1
35239	Guard	Aden	9C	E8	A9	-1
35240	Guard	Aden	9C	E8	A9	-1
35241	Guard	Aden	9C	E8	A9	-1
35242	Guard	Aden	9C	E8	A9	-1
35243	Guard	Aden	9C	E8	A9	-1
35244	Guard	Aden	9C	E8	A9	-1
35245	Guard	Aden	9C	E8	A9	-1
35246	Guard	Aden	9C	E8	A9	-1
35247	Guard	Aden	9C	E8	A9	-1
35248	Royal Knight	Aden	9C	E8	A9	-1
35249	Court Sorcerer	Aden	9C	E8	A9	-1
35250	Court Sorcerer	Aden	9C	E8	A9	-1
35251	Court Guard	Aden	9C	E8	A9	-1
35252	Guard	Aden	9C	E8	A9	-1
35253	Guard	Aden	9C	E8	A9	-1
35254	Guard	Aden	9C	E8	A9	-1
35255	Guard	Aden	9C	E8	A9	-1
35256	Guard	Aden	9C	E8	A9	-1
35257	Guard	Aden	9C	E8	A9	-1
35258	Guard	Aden	9C	E8	A9	-1
35259	Guard	Aden	9C	E8	A9	-1
35260	Guard	Aden	9C	E8	A9	-1
35261	Gatekeeper	Aden	9C	E8	A9	-1
35262	Gatekeeper	Aden	9C	E8	A9	-1
35263	Gatekeeper	Aden	9C	E8	A9	-1
35264	Gatekeeper	Aden	9C	E8	A9	-1
35265	Gatekeeper	Aden	9C	E8	A9	-1
35266	Mass Gatekeeper	Aden	9C	E8	A9	-1
35267	Outer Doorman	Aden	9C	E8	A9	-1
35268	Inner Doorman	Aden	9C	E8	A9	-1
35269	Hall Doorman	Aden	9C	E8	A9	-1
35270	Inner Doorman	Aden	9C	E8	A9	-1
35271	Gatekeeper	Aden	9C	E8	A9	-1
35272	Blacksmith	Aden	9C	E8	A9	-1
35273	Warehouse Keeper	Aden	9C	E8	A9	-1
35274	Logan	Chamberlain	9C	E8	A9	-1
35275	Kruger	Wyvern Manager	9C	E8	A9	-1
35276	Eldon	Mercenary Manager	9C	E8	A9	-1
35277	Manor Manager	Aden	9C	E8	A9	-1
35278	Messenger Ruford	Messenger	9C	E8	A9	-1
35279	Innadril Holy Artifact		9C	E8	A9	-1
35280	Baron Lionel Hunter		9C	E8	A9	-1
35281	Schaht	Sir	9C	E8	A9	-1
35282	Royal Knight	Innadril	9C	E8	A9	-1
35283	Court Sorcerer	Innadril	9C	E8	A9	-1
35284	Court Sorcerer	Innadril	9C	E8	A9	-1
35285	Court Guard	Innadril	9C	E8	A9	-1
35286	Guard	Innadril	9C	E8	A9	-1
35287	Guard	Innadril	9C	E8	A9	-1
35288	Guard	Innadril	9C	E8	A9	-1
35289	Guard	Innadril	9C	E8	A9	-1
35290	Guard	Innadril	9C	E8	A9	-1
35291	Guard	Innadril	9C	E8	A9	-1
35292	Guard	Innadril	9C	E8	A9	-1
35293	Guard	Innadril	9C	E8	A9	-1
35294	Guard	Innadril	9C	E8	A9	-1
35295	Royal Knight	Innadril	9C	E8	A9	-1
35296	Court Sorcerer	Innadril	9C	E8	A9	-1
35297	Court Sorcerer	Innadril	9C	E8	A9	-1
35298	Court Guard	Innadril	9C	E8	A9	-1
35299	Guard	Innadril	9C	E8	A9	-1
35300	Guard	Innadril	9C	E8	A9	-1
35301	Guard	Innadril	9C	E8	A9	-1
35302	Guard	Innadril	9C	E8	A9	-1
35303	Guard	Innadril	9C	E8	A9	-1
35304	Guard	Innadril	9C	E8	A9	-1
35305	Guard	Innadril	9C	E8	A9	-1
35306	Guard	Innadril	9C	E8	A9	-1
35307	Guard	Innadril	9C	E8	A9	-1
35308	Gatekeeper	Innadril	9C	E8	A9	-1
35309	Gatekeeper	Innadril	9C	E8	A9	-1
35310	Gatekeeper	Innadril	9C	E8	A9	-1
35311	Mass Gatekeeper	Innadril	9C	E8	A9	-1
35312	Outer Doorman	Innadril	9C	E8	A9	-1
35313	Inner Doorman	Innadril	9C	E8	A9	-1
35314	Blacksmith	Innadril	9C	E8	A9	-1
35315	Warehouse Keeper	Innadril	9C	E8	A9	-1
35316	Neurath	Chamberlain 	9C	E8	A9	-1
35317	Tate	Wyvern Manager	9C	E8	A9	-1
35318	Solinus	Mercenary Manager	9C	E8	A9	-1
35319	Manor Manager	Innadril	9C	E8	A9	-1
35320	Raybell	Sir	9C	E8	A9	-1
35322	Altar of Fire		9C	E8	A9	-1
35323	Altar of Water		9C	E8	A9	-1
35324	Heinz	Royal Guard Captain	9C	E8	A9	-1
35325	Duke Mora Ken Abygail		9C	E8	A9	-1
35326	Royal Knight	Goddard	9C	E8	A9	-1
35327	Court Sorcerer	Goddard	9C	E8	A9	-1
35328	Court Sorcerer	Goddard	9C	E8	A9	-1
35329	Guard	Goddard	9C	E8	A9	-1
35330	Bodyguard	Goddard	9C	E8	A9	-1
35331	Bodyguard	Goddard	9C	E8	A9	-1
35332	Bodyguard	Goddard	9C	E8	A9	-1
35333	Bodyguard	Goddard	9C	E8	A9	-1
35334	Bodyguard	Goddard	9C	E8	A9	-1
35335	Bodyguard	Goddard	9C	E8	A9	-1
35336	Bodyguard	Goddard	9C	E8	A9	-1
35337	Bodyguard	Goddard	9C	E8	A9	-1
35338	Bodyguard	Goddard	9C	E8	A9	-1
35339	Royal Knight	Goddard	9C	E8	A9	-1
35340	Court Sorcerer	Goddard	9C	E8	A9	-1
35341	Court Sorcerer	Goddard	9C	E8	A9	-1
35342	Guard	Goddard	9C	E8	A9	-1
35343	Bodyguard	Goddard	9C	E8	A9	-1
35344	Bodyguard	Goddard	9C	E8	A9	-1
35345	Bodyguard	Goddard	9C	E8	A9	-1
35346	Bodyguard	Goddard	9C	E8	A9	-1
35347	Bodyguard	Goddard	9C	E8	A9	-1
35348	Bodyguard	Goddard	9C	E8	A9	-1
35349	Bodyguard	Goddard	9C	E8	A9	-1
35350	Bodyguard	Goddard	9C	E8	A9	-1
35351	Bodyguard	Goddard	9C	E8	A9	-1
35352	Gatekeeper	Goddard	9C	E8	A9	-1
35353	Gatekeeper	Goddard	9C	E8	A9	-1
35354	Gatekeeper	Goddard	9C	E8	A9	-1
35355	Mass Gatekeeper	Goddard	9C	E8	A9	-1
35356	Outer Doorman	Goddard	9C	E8	A9	-1
35357	Inner Doorman	Goddard	9C	E8	A9	-1
35358	Inner Doorman	Goddard	9C	E8	A9	-1
35359	Gatekeeper	Goddard	9C	E8	A9	-1
35360	Gatekeeper	Goddard	9C	E8	A9	-1
35361	Blacksmith	Goddard	9C	E8	A9	-1
35362	Warehouse Keeper	Goddard	9C	E8	A9	-1
35363	Alfred	Chamberlain	9C	E8	A9	-1
35364	Hadley	Wyvern Manager	9C	E8	A9	-1
35365	Rowell	Manager of Mercenary	9C	E8	A9	-1
35366	Manor Manager	Goddard	9C	E8	A9	-1
35367	Daven	Messenger	9C	E8	A9	-1
35368	Bloody Lord Nurka		9C	E8	A9	-1
35369	Partisan Healer		9C	E8	A9	-1
35370	Partisan Court Guard		9C	E8	A9	-1
35371	Partisan Court Guard		9C	E8	A9	-1
35372	Partisan Soldier		9C	E8	A9	-1
35373	Partisan Sorcerer		9C	E8	A9	-1
35374	Partisan Archer		9C	E8	A9	-1
35375	Bloody Lord Nurka		9C	E8	A9	-1
35376	Partisan Healer		9C	E8	A9	-1
35377	Partisan Court Guard		9C	E8	A9	-1
35378	Partisan Court Guard		9C	E8	A9	-1
35379	Partisan Soldier		9C	E8	A9	-1
35380	Partisan Sorcerer		9C	E8	A9	-1
35381	Partisan Archer		9C	E8	A9	-1
35382	Brakel	Partisan Herald	9C	E8	A9	-1
35383	Tamutak	Ol Mahum Steward	9C	E8	A9	-1
35384	Black	Clan Hall Manager	9C	E8	A9	-1
35385	Renny	Clan Hall Gatekeeper	9C	E8	A9	-1
35386	Boyer	Clan Hall Manager	9C	E8	A9	-1
35387	Baback	Clan Hall Gatekeeper	9C	E8	A9	-1
35388	Tim	Clan Hall Manager	9C	E8	A9	-1
35389	Loring	Clan Hall Gatekeeper	9C	E8	A9	-1
35390	Dillon	Clan Hall Manager	9C	E8	A9	-1
35391	Latif	Clan Hall Gatekeeper	9C	E8	A9	-1
35392	Bremmer	Clan Hall Manager	9C	E8	A9	-1
35393	Faolan	Clan Hall Gatekeeper	9C	E8	A9	-1
35394	Kalis	Clan Hall Manager	9C	E8	A9	-1
35395	Kogan	Clan Hall Gatekeeper	9C	E8	A9	-1
35396	Winker	Clan Hall Manager	9C	E8	A9	-1
35397	Merton	Clan Hall Gatekeeper	9C	E8	A9	-1
35398	Ruben	Clan Hall Manager	9C	E8	A9	-1
35399	Luce	Clan Hall Gatekeeper	9C	E8	A9	-1
35400	Horner	Clan Hall Manager	9C	E8	A9	-1
35401	Amiel	Clan Hall Gatekeeper	9C	E8	A9	-1
35402	Borna	Clan Hall Gatekeeper	9C	E8	A9	-1
35403	Ron	Clan Hall Manager	9C	E8	A9	-1
35404	Jamal	Clan Hall Gatekeeper	9C	E8	A9	-1
35405	Flynn	Clan Hall Manager	9C	E8	A9	-1
35406	Jabilo	Clan Hall Gatekeeper	9C	E8	A9	-1
35407	Seth	Clan Hall Manager	9C	E8	A9	-1
35408	Dietrich		9C	E8	A9	-1
35409	Mikhail		9C	E8	A9	-1
35410	Gustav		9C	E8	A9	-1
35411	Doom Servant		9C	E8	A9	-1
35412	Doom Guard		9C	E8	A9	-1
35413	Doom Archer		9C	E8	A9	-1
35414	Doom Trooper		9C	E8	A9	-1
35415	Doom Warrior		9C	E8	A9	-1
35416	Doom Knight		9C	E8	A9	-1
35417	Doorman of Hell		9C	E8	A9	-1
35418	Doorman of Hell		9C	E8	A9	-1
35419	Hephaeston	Wyvern Manager	9C	E8	A9	-1
35420	Loken	Messenger	9C	E8	A9	-1
35421	Biggerstaff	Steward	9C	E8	A9	-1
35422	Flag of Winner		9C	E8	A9	-1
35423	Red Flag		9C	E8	A9	-1
35424	Yellow Flag		9C	E8	A9	-1
35425	Green Flag		9C	E8	A9	-1
35426	Blue Flag		9C	E8	A9	-1
35427	Purple Flag		9C	E8	A9	-1
35428	Oel Mahum Berserker		9C	E8	A9	-1
35429	Oel Mahum Scout		9C	E8	A9	-1
35430	Oel Mahum Leader		9C	E8	A9	-1
35431	Oel Mahum Cleric		9C	E8	A9	-1
35432	Oel Mahum Thief		9C	E8	A9	-1
35433	Inner Doorman		9C	E8	A9	-1
35434	Inner Doorman		9C	E8	A9	-1
35435	Outer Doorman		9C	E8	A9	-1
35436	Outer Doorman		9C	E8	A9	-1
35437	Messenger		9C	E8	A9	-1
35438	Chamberlain		9C	E8	A9	-1
35439	Carey	Clan Hall Manager	9C	E8	A9	-1
35440	Daniel	Clan Hall Gatekeeper	9C	E8	A9	-1
35441	Dianne	Clan Hall Manager	9C	E8	A9	-1
35442	Jacques	Clan Hall Gatekeeper	9C	E8	A9	-1
35443	Crissy	Clan Hall Manager	9C	E8	A9	-1
35444	Joff	Clan Hall Gatekeeper	9C	E8	A9	-1
35445	Albert	Clan Hall Manager	9C	E8	A9	-1
35446	Niels	Clan Hall Gatekeeper	9C	E8	A9	-1
35447	Korgen	Clan Hall Manager	9C	E8	A9	-1
35448	Rudy	Clan Hall Gatekeeper	9C	E8	A9	-1
35449	DiMaggio	Clan Hall Manager	9C	E8	A9	-1
35450	Gellar	Clan Hall Gatekeeper	9C	E8	A9	-1
35451	Emma	Clan Hall Manager	9C	E8	A9	-1
35452	Theobolt	Clan Hall Gatekeeper	9C	E8	A9	-1
35453	Adrienne	Clan Hall Manager	9C	E8	A9	-1
35454	Rosconne	Clan Hall Gatekeeper	9C	E8	A9	-1
35455	Bianca	Clan Hall Manager	9C	E8	A9	-1
35456	Stewart	Clan Hall Gatekeeper	9C	E8	A9	-1
35457	Gladys	Clan Hall Manager	9C	E8	A9	-1
35458	Theron	Clan Hall Gatekeeper	9C	E8	A9	-1
35459	Regina	Clan Hall Manager	9C	E8	A9	-1
35460	Trey	Clan Hall Gatekeeper	9C	E8	A9	-1
35461	Aida	Clan Hall Manager	9C	E8	A9	-1
35462	Kalmer	Clan Hall Gatekeeper	9C	E8	A9	-1
35463	Helga	Clan Hall Manager	9C	E8	A9	-1
35464	Volfrem	Clan Hall Gatekeeper	9C	E8	A9	-1
35465	Millicent	Clan Hall Manager	9C	E8	A9	-1
35466	Gerard	Clan Hall Gatekeeper	9C	E8	A9	-1
35467	Branhillde	Clan Hall Manager	9C	E8	A9	-1
35468	Lambert	Clan Hall Gatekeeper	9C	E8	A9	-1
35469	Gods' Altar		9C	E8	A9	-1
35470	Astair van Halter	King	9C	E8	A9	-1
35471	Royal Knight	Rune	9C	E8	A9	-1
35472	Court Sorcerer	Rune	9C	E8	A9	-1
35473	Court Sorcerer	Rune	9C	E8	A9	-1
35474	Court Guard	Rune	9C	E8	A9	-1
35475	Guard	Rune	9C	E8	A9	-1
35476	Guard	Rune	9C	E8	A9	-1
35477	Guard	Rune	9C	E8	A9	-1
35478	Guard	Rune	9C	E8	A9	-1
35479	Guard	Rune	9C	E8	A9	-1
35480	Guard	Rune	9C	E8	A9	-1
35481	Guard	Rune	9C	E8	A9	-1
35482	Guard	Rune	9C	E8	A9	-1
35483	Guard	Rune	9C	E8	A9	-1
35484	Royal Knight	Rune	9C	E8	A9	-1
35485	Court Sorcerer	Rune	9C	E8	A9	-1
35486	Court Sorcerer	Rune	9C	E8	A9	-1
35487	Court Guard	Rune	9C	E8	A9	-1
35488	Guard	Rune	9C	E8	A9	-1
35489	Guard	Rune	9C	E8	A9	-1
35490	Guard	Rune	9C	E8	A9	-1
35491	Guard	Rune	9C	E8	A9	-1
35492	Guard	Rune	9C	E8	A9	-1
35493	Guard	Rune	9C	E8	A9	-1
35494	Guard	Rune	9C	E8	A9	-1
35495	Guard	Rune	9C	E8	A9	-1
35496	Guard	Rune	9C	E8	A9	-1
35497	Gatekeeper	Rune	9C	E8	A9	-1
35498	Gatekeeper	Rune	9C	E8	A9	-1
35499	Gatekeeper	Rune	9C	E8	A9	-1
35500	Gatekeeper	Rune	9C	E8	A9	-1
35501	Gatekeeper	Rune	9C	E8	A9	-1
35502	Group Gatekeeper	Rune	9C	E8	A9	-1
35503	Outer Doorman	Rune	9C	E8	A9	-1
35504	Inner Doorman	Rune	9C	E8	A9	-1
35505	Inner Doorman	Rune	9C	E8	A9	-1
35506	Dungeon Gatekeeper	Rune	9C	E8	A9	-1
35507	Blacksmith	Rune	9C	E8	A9	-1
35508	Warehouse Keeper	Rune	9C	E8	A9	-1
35509	Frederick	Chamberlain	9C	E8	A9	-1
35510	Titus	Wyvern Manager	9C	E8	A9	-1
35511	Gompus	Mercenary Manager	9C	E8	A9	-1
35512	Manor Manager	Rune	9C	E8	A9	-1
35513	Sherman	Messenger	9C	E8	A9	-1
35514	Altar of Wind		9C	E8	A9	-1
35515	Altar of Earth		9C	E8	A9	-1
35516	Verus	Royal Guard Captain	9C	E8	A9	-1
35517	Swain Ken Orwen	Count	9C	E8	A9	-1
35518	Royal Knight	Schuttgart 	9C	E8	A9	-1
35519	Court Sorcerer	Schuttgart 	9C	E8	A9	-1
35520	Court Sorcerer	Schuttgart 	9C	E8	A9	-1
35521	Court Guard	Schuttgart 	9C	E8	A9	-1
35522	Guard	Schuttgart 	9C	E8	A9	-1
35523	Guard	Schuttgart 	9C	E8	A9	-1
35524	Guard	Schuttgart 	9C	E8	A9	-1
35525	Guard	Schuttgart 	9C	E8	A9	-1
35526	Guard	Schuttgart 	9C	E8	A9	-1
35527	Guard	Schuttgart 	9C	E8	A9	-1
35528	Guard	Schuttgart 	9C	E8	A9	-1
35529	Guard	Schuttgart 	9C	E8	A9	-1
35530	Guard	Schuttgart 	9C	E8	A9	-1
35531	Royal Knight	Schuttgart 	9C	E8	A9	-1
35532	Court Sorcerer	Schuttgart 	9C	E8	A9	-1
35533	Court Sorcerer	Schuttgart 	9C	E8	A9	-1
35534	Court Guard	Schuttgart 	9C	E8	A9	-1
35535	Guard	Schuttgart 	9C	E8	A9	-1
35536	Guard	Schuttgart 	9C	E8	A9	-1
35537	Guard	Schuttgart 	9C	E8	A9	-1
35538	Guard	Schuttgart 	9C	E8	A9	-1
35539	Guard	Schuttgart 	9C	E8	A9	-1
35540	Guard	Schuttgart 	9C	E8	A9	-1
35541	Guard	Schuttgart 	9C	E8	A9	-1
35542	Guard	Schuttgart 	9C	E8	A9	-1
35543	Guard	Schuttgart 	9C	E8	A9	-1
35544	Gatekeeper	Schuttgart 	9C	E8	A9	-1
35545	Gatekeeper	Schuttgart 	9C	E8	A9	-1
35546	Gatekeeper	Schuttgart 	9C	E8	A9	-1
35547	Group Gatekeeper	Schuttgart 	9C	E8	A9	-1
35548	Outer Doorman	Schuttgart 	9C	E8	A9	-1
35549	Inner Doorman	Schuttgart 	9C	E8	A9	-1
35550	Inner Doorman	Schuttgart 	9C	E8	A9	-1
35551	Doorman  	Schuttgart 	9C	E8	A9	-1
35552	Doorman  	Schuttgart 	9C	E8	A9	-1
35553	Blacksmith	Schuttgart 	9C	E8	A9	-1
35554	Warehouse Keeper	Schuttgart 	9C	E8	A9	-1
35555	August	Chamberlain	9C	E8	A9	-1
35556	Gallic	Wyvern Manager	9C	E8	A9	-1
35557	Kendrew	Mercenary Manager	9C	E8	A9	-1
35558	Manor Manager	Schuttgart 	9C	E8	A9	-1
35559	Daguerre	Messenger	9C	E8	A9	-1
35560	Mass Gatekeeper		9C	E8	A9	-1
35561	Mass Gatekeeper		9C	E8	A9	-1
35562	Mass Gatekeeper		9C	E8	A9	-1
35563	Mass Gatekeeper		9C	E8	A9	-1
35564	Mass Gatekeeper		9C	E8	A9	-1
35565	Mass Gatekeeper		9C	E8	A9	-1
35566	Ronald	Clan Hall Manager	9C	E8	A9	-1
35567	Emil	Clan Hall Gatekeeper	9C	E8	A9	-1
35568	Wayne	Clan Hall Manager	9C	E8	A9	-1
35569	Daniel	Clan Hall Gatekeeper	9C	E8	A9	-1
35570	Patty	Clan Hall Manager	9C	E8	A9	-1
35571	Dale	Clan Hall Gatekeeper	9C	E8	A9	-1
35572	Jimmy	Clan Hall Manager	9C	E8	A9	-1
35573	Shawn	Clan Hall Gatekeeper	9C	E8	A9	-1
35574	Michael	Clan Hall Manager	9C	E8	A9	-1
35575	Ryan	Clan Hall Gatekeeper	9C	E8	A9	-1
